id,eng,afr,xho,ssw,nbl,nso,ven,tso,sot,tsn,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info
dsac_pharmacy_first_edition_446,nucleus,nukleus / selkern,inyukliyasi / umbindi weseli,inkhaba yenyukliyasi,ubuthumbu beseli / inyutliyasi,pelosele / nyutlelease,nyukiḽiasi,mbilu ya sele / nyutliliyasi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_447,obstetric,obstetries / verloskundig,-phathelene nezokubelekisa,-phatselene nekubelekisa,-phathelene nokubelethisa,-pelego,bebisa,-velekisa,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_448,oedema / edema,edeem / watersug,ukudunjiswa lulwelo,kuvuvuka kwemantfweshu / kuvuvuka kwemathishu / i-idima,ukuvuvuka / i-idima,thurugommele / odima,nzwimbo,xirhumberhumbe / idima,,,Great Britain,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_449,oestrogen / estrogen,estrogeen,incindi yenzala yobufazi / iestrojini,ihomonibufati / i-ostrojini,ihomoni yobulili besifazi / i-istrojeni,eseterotšene / homoune ya bong bja bosadi,homounutshisadzi / ostrodzheni,homonivusati,,,Great Britain,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_450,off-label prescribing,niegoedgekeurde voorskrywing,ummiselosetyenziso olungelolwentsusa / usetyenzisoyeza ngandlela yimbi,kumisela kwelapha nalokungakabalwa,ukusetjenziswa kwesihlahla kokhunye,taelelohlaretlaleletšo / taelelohlarehlokangwalo,mushongarandelwa tshayathetshelwa,ndzawulela-murhi lowu nga endliwangiki swona,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_451,off-patent medicine,napatentmedisyne / napatentmedikasie / postpatentmedisyne / postpatentmedikasie,ubhangisobunini bovelisoyeza uwedwa,umutsi lophelelwe lilungelo lekuvikeleka,isihlahla esiphelelwe lilungelo lokukhiqizwa,sehlarehlokatšhireletšo / sehlarehlokaphethente,mushongatshaya tsireledzwa ya vhuṋe kha ndaulo,murhinkansirhelelwa timfanelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_452,on-patent medicine,patentbeskermde medisyne / patentbeskermde medikasie,ubunini bovelisoyeza uwedwa,umutsi lonelilungelo lekuvikeleka,isihlahla esisese nelungelo lokukhiqizwa,sehlaretšhireletšwa / sehlaresebalepheithente,mushongatsireledzwa ya ndaulo ya vhuṋe / mushongatsireledzwa ya vhuṋe kha ndaulo,murhinsirhelelwatimfanelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_453,orally disintegrating tablet / ODT,oraal disintegrerende tablet,ipilisi enyibilika elwimini,liphilisi lelincibilikswa emlonyeni,ipilisi elincibilika ngemlonyeni,philisitologagano,philisiṋokelamulomoni,philisin'okelaririn'wini,,,Full form,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_454,oral product,orale produk / mondelikse produk,iyeza eliselwayo,umutsi lonatfwako,isihlahla esiselwako,sehlarenwewa,mushonganwiwa,murhi lowu nwiwaka,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_455,organelle / cell organelle,organel / selorgaan,ioganeli,i-oganeli,isitho seseli,setho sa sele,murado wa sele,xirho xa sele,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_456,organic,organies,oganikhi / -oqobo / -emvelo,-kwemvelo,-phathelene nokuphilako,-tšwago dipheding,tshilaho / oganiki,-hanyaka,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_457,organic compound,organiese verbinding,ioganikhi khompawundi,lokunekhabhoni,ihlanganisela yokuphilako,khomphaontekhapone,tshibveledzwa tshivhumbwa nga khaboni na haiḓirodzheni,mpfanganaswihanyi,,,,physics,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_458,orphan drug,seldsame middel / weesgeneesmiddel,ichiza elingaxhaphakanga,umutsi wesifo lesingakavami / umutsi longatsengiseki,isihlahla sesifo esingakavami / isihlahla sobulwele obungakavami,sehlaresetlwaelwe / sehlaretšhiwane,tshidzidzivhadzi wa dwadze ḽi sa anzeli u wanala,xidzidzihatavuvabyinkalo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_459,osmosis,osmose,iozmosisi,i-osmosisi / kumunyeka,i-osmosisi,monego / osemosisi,osimosisi,nyukelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_460,osmotic pressure,osmotiese druk,uxinzelelo lweozmosisi,lumunyokucindzetelwa,umfutho we-osmosisi,kgatelelomonego / kgateleloosemosisi,mutsiko wa osimosisi,ntshikelelanyukelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_461,otosclerosis,otosklerose / binneoorverharding,iothosklerosisi / ukukhula kwethambo lendlebe,i-othoslerosisi / simila sasendlebeni,i-othostlerosisi,ethosetlerosisi,othosikilerosisi,otositlerosisi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_462,out-patient care,buitepasiëntversorging / buitepasiëntsorg,unyango olungalalisi esibhedlele,kwelashelwa ekhaya,ukulatjhelwa ngaphandle / ukungalatjhelwa esibhedlela,kalafogae,ndondolo ya mulwadze a songo valelwaho,vuongolamuvabyinkalatiwa / vutshulamuvabyinkalatiwa / nhlayisamuvabyinkalatiwa,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_463,overdose,oordosis,umlinganiselochiza ogqithisileyo,silinganisomutsi lesendlulele / umtsamomutsi lowendlulele,isilinganiso eseqileko,phetišatekanyohlare / phetišakelo,phiramphimo,mpimamurhintluriso,,,noun,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_464,over-the-counter drug / OTC drug,oor-die-toonbank-middel / toonbankmiddel / ODT-middel,ichiza elifumaneka ngaphandle kwephepha likagqirha,umutsi longakancunyelwa,isihlahla esingafuni umlayelo kadorhodere / isihlahla esingafuni isiqintelo sikadorhodere,sehlarentletaelelo / sehlarehlokataelelo,mushonga u songo randelwaho,xidzidziharisinkandzawulelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_465,oxidation,oksidasie,ufakomongomoya,kuhlangana nemoyamphilo / i-oksideshini,ukuhlanganisa ne-oksijini / i-oksideyitjheni,okisideišene,okisidesheni,ntswongomoyatenga / okisidexini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_466,paediatric / pediatric,pediatries / kindergeneeskundig,-phathelene neentsana,-phatselene nekwelashwa kwebantfwana,-phathelene nokwelatjhwa kwabantwana,-alafago bana,ilafha vhana,-vana,,,adjective,Great Britain,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_467,palpitations,hartkloppings / palpitasies,uvalo,kushaya kakhulu kwenhlitiyo / kushaya ngemandla kwenhlitiyo,ukungabethi ngokufaneleko kwehliziyo,go ubauba ga pelo sebakanyana / kibokibopelo,mudivhithokhalulo,mahika,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_468,pancreas,pankreas / alvleesklier,amasi / iphankhriyasi,imphundvu / emalulu,ipundu / iphenkhrisi,phankhirisi,phankhiriasi / phankhriasi,rivengwana,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_469,paracetamol / acetaminophen,parasetamol / asetaminofeen,ipharasithamoli,ipharasethamoli / likhambi letinhlungu nemfiva,ipharasethamoli,pharasithamole,pharasethamolo,parasithamolo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_470,paraesthesia / paresthesia,parestesie,ubundindisholo,insindze / ipharesthesiya,ikaso / ipharesthesiya,bogatšu / go hwa bokidi,tshivhevhe,vusindza,,,Great Britain,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_471,paralysis,verlamming / paralise,ukungasebenzi kwelungu lomzimba,kuchwala kwesitfo / kufa kwesitfo / kufa kweluhlangotsi,ukufa kwelungu lomzimba / ipharalisisi,thepoditho,vhuomamuraḓo,vuomaswirho / vukhanyanaswirho,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_472,pasteurisation,pasteurisering / pasteurisasie,ukubulawa kweentsholongwane ngokubilisa,kubulawa kwemagciwane ngekushiswa,ukubulawa komulwana etlelezini,polaopaktheria / phasetšharaesa,muphasitshariso,mphunguhato,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_473,patent medicine,patente medisyne,iyeza elibunini busekoyedwa,umutsi lonelilungelo,isihlahla esinevikeleko lekhampani / isihlahla esivikelwe lilungelo lobunikazi,sehlarehlagišwanoši / sehlarešireletšwa,mushonga tsireledzwavhuṋe ha ndaulo / mushongandangwa nga tshiimiswa tshithihi,murhisirhelelwa / murhi lowu nga na mfanelo ya mutumbuluxi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_474,pathogenesis,patogenese / siekteontwikkeling,ukukhula kwesifo,kucala kwesifo,ukuthoma nokuqinelela kwesifo / ukuthoma nokuqinelela kobulwele / iphathojinesisi,khukhušolwetši / tlholegolwetši,tsimuwovhulwadze / tsimuwodwadze / phaṱhodzhinesisi,masungulokulelovuvabyi / phathojenesisi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_475,pellagra,pellagra,iphelagra,gagabukani / iphelagra,umyobuko / iphelagra,tlhakgama,magidiphoo,mukhomolela / magidiphola,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_476,pelvis,pelvis / bekken,amarhorho / amahleza / iphelvisi,inyonga,isifunzi / iphelvisi,kgwele,rambo ḽa khundu,nyonga,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_477,penicillin,penisillien / penisilline,iphenisilini,iphenisilini,iphenisilini,phenisilini,phenisiḽini,phenisilini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_478,pepsin,pepsien / pepsine,isicolikutya / ipepsini,sigayikudla / iphephsini,okusiza ukugaya ukudla / iphepsini,phephisini,phephisini,phepisini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_479,pharmaceutical care,farmaseutiese versorging / farmaseutiese sorg,ukhathalelonyango ngokukasomachiza,kwelashwa ngemitsi,itjhejo ngezokwelatjhwa,tlhokomelokalafo,ndondolodzilafho,vuongori hi murhi / vutshunguri hi murhi / nhlayiso hi murhi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_480,pharmacology,farmakologie / geneesmiddelkunde / geneesmiddelleer,ubunzululwazi ngokusebenza kwamayeza / ifamakholoji,sifundvo ngetemitsi,isifundo ngeenhlanhla / isifundo ngemithi,thutohlare,ngudamishonga,ntivomirhi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_481,pharmacovigilance / PV,farmakowaaksaamheid,ingqwalasela ngokhuseleko kumayeza,kulandzela temitsi / lubekoliso kutemitsi,ukubeka ilihlo kezeenhlahla / ukubeka ilihlo kezemithi,tšhalomoragotšhomišohlare,mbeaiṱo kha kushumele kwa mushonga,vuvekatihlomirhini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_482,pharmacy-only medicine,apteekmedisyne / aptekersmedisyne,iyeza elikhutshwa ekhemesti,umutsi lokhishwa likhemisi kuphela,isihlahla esikhutjhwa yikhemisi kwaphela,sehlarehwetšwafelakhemeseng,mushonga muwanala famasini fhedzi,murhi wa le khemisi kuphela,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_483,pharyngitis,faringitis / keelontsteking,ukukrala komphimbo / ukukrala kweendimla / ukudumba komqala / ukukrala kwamakrina,kuvuvuka kwemalakanya,ubuhlungu bamalaka,tšhatšhamothurugomogolo / farintšaethisi,nzwimbamukulo / nzwimbagulokulo,mpfimbalakalaka / ndzhumbelalakalaka,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_484,pharynx,farinks / keelholte,umphimbo / amakrina,emalakanya,ilaka,lešobamogolo / farankisi,haṋwahaṋwani,lakalaka,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_485,phenol / carbolic acid,fenol / karbolsuur,ifenoli,ifenoli / i-esidi lesusa kungcola,ifenoli,fenelo,fenoḽo,fenolo,,,,e.g. used as a disinfectant,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_486,pigmentation,pigmentering / pigmentasie,ukudaleka kombala / ukunika umbala,kugucuka kwelibala lesikhumba,ukufaka umbala / ukwenza umbala,mmalafatšo,vhuṋeamuvhala,mbalahato,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_487,pituitary gland / pituitary,pituïtêre klier / hipofise,iphitshuwithari,lidlala lelilawula tinchubotsite temtimba / iphitjuwithari,idlala elisebuqotjheni / iphitjhuwithari,thakaphitšhuthari,thangatheovhuluvhi,xinhlarimbyana etshakwini ra byongo / xinhlarimbyana ehansi ka byongo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_488,placebo,plasebo / skynmiddel,usingayeza / iplasibho,umutsisiyengo / silibatisi,isingasihlahla / iplasibo,sekahlare / pholasipo,mushongakholekhole / plasibo,xikalamurhi / pulasibo,,,,non-active dosage,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_489,plaster of Paris / gypsum,gips,isamente,isemende,isamende,samente,semennde,semende,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_490,polypill,polipil,ipilisi eyintlanganisela yezithako,liphilisinhlanganisela,ihlanganisela yepilisi,philisitswakontši,philisiṱhanganywa,philisinhlanganelwa / philisinyingi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_491,potassium / K,kalium,iphothaziyam,iphotheziyamu,iphotheziyamu,phothesiamo,photheziamu,photheziyamu,,,,nutrition,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_492,preclinical study,prekliniese studie / voorkliniese studie,ulingoyeza kwizilwanyana,lucwaningomutsi etilwaneni,ilingelelosihlahla ngaphambi kokusetjenziswa,tekopelehlare,ndingamushonga kha phukha,ndzavisisorhangelandzingeto eka vanhu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_493,prenatal,prenataal / voorgeboortelik,-phambi kokubeleka / -phambi kokuzala,-ngembi kwekubeleka,-ngaphambi kokubeletha,-pele ga pelego,thangelambebo,-nga si veleka / -nga si tswala,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_494,prenatal care,prenatale versorging / voorgeboortelike versorging,uhlukuhla / ukhathalelo lwaphambi kokubeleka,lunakekelo lwangembi kwekubeleka,itjhejo langaphambi kokubeletha,tlhokomelo pele ga pelego,ndondolothangelambebo / tshikaloni,nhlayiso munhu a nga si veleka / nhlayiso munhu a nga si tswala,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_495,prescription,voorskrif,iphepha lamayeza likagqirha,sincumelomutsi,isiqintelo / isilayelo,taelelo,ndaela / thandelwa,ndzawulelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_496,prescription drug,voorskrifmedisyne / voorskrifmiddel,ichiza eliphuma ngomyalelo wengcali yezempilo,umutsi loncunyelwe,isihlahla esiqintelwa ngudorhodere,seokobatšitaelelo,mushongarandelwa,xidzidziharisindzawulelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_497,prescription-only medicine / POM,voorskrifmiddel / voorskrifpligtige medikasie,iyeza eliphuma ngomyalelo wengcali yezempilo,umutsi loncunyelwe kuphela,isihlahla esitholakala ngokuqintelwa kwaphela,sehlaretaelelofela,mushongathandelofhedzi / mushongathandelwafhedzi,murhindzawulelo ntsena,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_498,primary care,primêre versorging,ukhathalelompilo lokuqala,lunakekelosisekelo,itjhejo lokuthoma kezamaphilo,tlhokomelotheo,ndondolothangeli / ndondolo ya kiḽiniki / ndondolo ya mutheo,vuongorimasungulo / vutshungurimasungulo / nhlayisomasungulo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_499,probiotic,probiotikum / probiotiese middel,iprobhayothiki,ligciwane lelilusito emtimbeni,umulwana olungele indeni / iphrobhayothikhi,phoropaeyoyhiki,bakitheria yo lugelaho muvhili / phrobayothikhi,xitsongwatsongwanahombe,,,,dietary or medical supplement,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_500,progesterone,progesteroon,iprojesteroni / ihomoni yokukhulelwa,luhlobo lwehomoni yebufati / iphrojesteroni,ihomoni yesifazi / iphrojesteroni,homounelehlapopelego / phorotšesetoroni,homounutshisadzi,homonilunghiselavuyimana,,,,hormone,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_501,protracted bacterial bronchitis / PBB,langdurige bakteriese brongitis,iphika elingapheli msinya,lukhwehlekhwehle lolungapholi,umgomani ongapholi msinya / Ibhronkhayithisi engapholi msinya,pronkhaethisipaktheria thetelo,burokhanthisi mbangwa nga bakitheria,mpfimbaxinkolwana wo godzombela / ndzhumbelaxinkolwana wo godzombela,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_502,pruritus,pruritis / gejeuk,ukurhawuzelelwa,sifo sekunwayisa / sifo sekuluma,isifo sokulunywa,mohlohlono,u ṱhoṱhona / muṱhoṱhono,nhlohlonyo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_503,psychiatric disorder,psigiatriese versteuring / geestesversteuring,uphazamisekongqondo,kuphazamiseka kwengcondvo,ukuphazamiseka komkhumbulo,bolwetši bja monagano,thithiseamuhumbuloni,nkantshamiseka miehleketo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_504,pulmonary,pulmonêr / long,-phathelene nemiphunga,-phatselene nemaphaphu,-phathelene namaphaphu,-maswafo,mafhafhuni,-mahahu,,,adjective,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_505,pulmonary oedema / pulmonary edema,pulmonêre edeem / longedeem,ukugcwala kwemiphunga lulwelo,kuvuvuka kwemaphaphu / kudvumba kwemaphaphu,okuvuvuka kwamaphaphu,meetsemaswafong,nzwimbamafhafhu,xirhumberhumbe xa mahahu / idima ya mahahu,,,Great Britain,fluid in the lungs,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_506,quarantine,kwarantyn / isolasie,ukubekelwa bucala kweyeza,kuvalelwa wedvwa / ikhwarantini,iphephiselopilo / ikhwaranthini,tlhaolo / khwaranthine,mvalelathungo / khwaranthini,nhlambulo / yirisanhlangano,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_507,quinine,kinien / kinine,iyeza lecesina / ikhwinayini,ikhwinini / umutsi wamalaleveva,isihlahla sikamalalehlengezela / isihlahla semalariya / ikhwinini,khwinine,khwinini,rihantikwepere,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_508,radiation therapy,bestraling,unyango ngokutshisa ngemitha,kwelapha ngekushisa ngemisebe,ukwelapha ngokutjhisa,kalafophišeletšo,dzilafho nga radiesheni / radiaeshenithyeraphi / radiothyeraphi,vutshunguririhiso,,,,medical,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_509,randomised controlled trial / RCT,ewekansige gekontroleerde proef / ewekansige beheerde proef,ulingoyeza ngothelekiso olungahlelwanga,lulingolulawulo lolungakhetsi,ilingelelomadaniso elingakhethiko elilawulwako,tekotaelosebokuboku,ndingoelakushumele kwa mushongananguludza,ndzingeto lowu lawuriwaka muhulahula,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_510,reagent / reactive agent,reagens / reageermiddel,irieyijenti,sikhutsati lesiyincenye,isicozululimakhemikhali,ditswakantšhi / reetšente,tshibveledzisi,xiangurisi,,,,chemical,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_511,recombinant DNA / rDNA,rekombinante DNS / rekombinante DNA,intlanganisela yeeDNA,inhlanganisela yetakhilufuto / inhlanganisela yema-DNA,ihlanganisela yama-DNA,DNA tswakwa,DNA ṱhanganywa,DNA yo hlanganisiwa,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_512,refrigerant / refrigerating agent,koelmiddel / verkoelmiddel,isipholisi / isibandisi,sipholisi / sibandzisi / sicandzisi,isipholisi,setšidifatši,tshirothodzi / tshixwatudzi,xihorisi / xititimeti,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_513,renal artery,renale slagaar / nierslagaar,unothumelagazi kwizintso,umtsambo lotfumelako wetinso,isithumeliingazi ezisweni,tšhikaseišamadipshiong,ludivhithaluyatswioni,nsihayinsu / nthumukwanayinsu,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_514,respiratory system,respiratoriese stelsel / asemhalingstelsel / asemhaalstelsel,inkqubo yokuphefumla,luhlelokuphefumula,irherho lokuphefumula,mokgwapeakanyokhemo,sisiṱeme ya mufemo / sisteme ya mufemo,mahefemulelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_515,retest date,hertoetsdatum,umhla wokuphindwa kovavanyo,lusuku lwekuhlola kabusha,ilanga lehlolobuyelela,letšatšikgweditekopoel etšo,datumu ya ndingululo,siku ro kambela nakambe,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_516,rheumatism,rumatiek,iromathizimu,sifo sematsambo / sifo sekuvuvuka kwemalunga / iramatiki,iramatiki,bonyelele / ramatiki,ṋowagudu,nyokajundzu,ramatiki,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_517,rhinitis,rinitis / neusslymvliesontsteking,ukudumba kwamathatha / iranayithisi,sifo setimphumulo,ubuhlungu bamakghala / isifo samakghala / ubulwele bamakghala,tšhatšhamelothurugonko / rainaithisi,rainaithisi,mpfimbo wa nkuva wa marhimila / ndzhumbelo wa nkuva wa marhimila / rhayinayitisi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_518,ribonucleic acid / RNA,ribonukleïensuur / ribonukleïnesuur / RNS / RNA,iribhonukliyikhi asidi / i-RNA,irubonukleyiki esidi / i-esidi tinhlayiya,irayibhonyutleyikhi esidi,riponyutlelelikiesiti / esiti ya riponyutleleliki,ribonyukiḽeikiesidi / ribonyukiḽeikidungi,rhibonyutlileyikiasidi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_519,rosemary,roosmaryn,irozimeri,irozimeri,irozimeri,rosemeri,rosimeri,rhozimeri,rosemeri,rosemary,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_520,roundworm,rondewurm,intshulube ebumsundulu / irawundi wemu,linyokanemsundvu / irawundiwemu,inyokanandulungu,sebokwananthokolo,ṋowana,nyokanyokanaxirhend zevutana,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_521,saccharin / saccharine,sakkarien / sakkarine / saggarien / saggarine,isakharini,shukelambumbulu / isakharini / sashukela,isingatjhukela / isingaswigiri / isakharini,sakharini,sakharini / swigirimafaedza / swigirimafanedza,chukelexiphaza / sakharini,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_522,safranin / safranine,safranien / safranine,isafranini,isafranini,isafranini,saforanini,safranini,safuranini,,,,histology,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_523,sage / salvia,salie,iseyiji,iseyiji,iseyiji,seyitši,seidzhi,seji,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_524,salicylic acid,salisielsuur / wilgersuur / wilgesuur,isalisayilikhi asidi,isalisayiki esidi / i-esiditsite yekwakha liphilisi,isalisayilikhi esidi,salisaelikiesiti,saḽisiḽikidungi / saḽisiḽikiesidi,salisayikiasidi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_525,salinity,soutgehalte / saliniteit,ubumtyuba / ubutyuwa,busawoti / bumunyu,-butswayi,botswa,ludungelamuṋo,ndzhungelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_526,salmonella,salmonella,isalimonela,isalimonela,isalmonela,salemonela,saḽimoneḽa,xitsongwatsongwana xa thayifodi / salimonela,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_527,sanitation,ontsmetting / sanitasie,ugutyulo,kubulala emagciwane,ukuhlwengisa ngamakhemikhali,tlhwekišo,khunakiso / vhuthathatzhili,mbhasiso,,,,decontamination,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_528,sarcoma,sarkoom,umhlaza isakhoma,isakhoma,isakhoma,kankeremešifa / sakhoma,sakhoma,sakhoma,,,,type of cancer,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_529,sciatica,heupsenupyn / iskias,isayathikha,buhlungu bemiva yemlente,ubuhlungu bomthambo omkhulu womlenze,bohlokothapokgolo oto / sekiathika,shiatika,xivavi xa nsihakulu wa nenge / siyatika,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_530,secondary care,sekondêre versorging / sekondêre sorg,unyango olulandela olokuqala,lunakekelongetelelo,itjhejo elingezelelekileko,tlhokomelotsebi,ndondolamutakalo nga vhomakone / vhomakone vha ndondolamutakalo,vuongorinandzelo / vutshungurinandzelo / nhlayisonandzelo,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_531,sedative,susmiddel / kalmeermiddel / angsiolitikum,iyeza elozelisayo / unobuthongwana,silalisi / sidzambisi,isidambisi,seokobatširobadiša,tshidzidzivhadzi tsha khofhe / philisi ya khofhe,xihorisi / xiwisisi / ximbuweteri / xirhurisi,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_532,sedimentation / settling,sedimentering / sedimentasie / afsakking / besinking,ukuhlengeka,kucenga,ukutsenga,go itsheka / go itlhama,tshidzikii,ndzhiko,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_533,seizure,stuipe / aanval / toeval,ukuxhuzula kwelungu,kuhlaselwa sitfutfwane,ukubanjwa sithunthwana,dithunthwane,tshifakhole / tshiririvha / tshiivha,ku tshetshela / ntlumbeko,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_534,selenium / Se,seleen / selenium,iseleniyam,iseleniyamu,isileniyamu,seleniamo,seḽeniamu,seleniyamu,,,,nutrition,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_535,self-medication,selfmedikering / selfmedikasie,ukuzithengela amayeza / ukuzinyanga,kutelapha,ukuzelapha,boikalafo,vhuḓialafhi / u ḓialafha,vutitshunguri,,,,,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_536,senna,senna,isina,isena,isina / isitjhaphululindeni,sena,sena,sena,,,,natural medicine,,,,,,,,,,,,,,,,,,
dsac_pharmacy_first_edition_537,sensible heat / SH,waarneembare warmte / aanvoelbare warmte,ubushushu obungaguquli mo,kushisa lokungaguculi simo,umtjhiso ongabangitjhuguluko,phišotekanelo,mufhisotshayambonalelo,rihisonkacincaxiyimo,,,,,,,,,,,,,,,,,,,,,,
