id,eng,afr,nbl,xho,zul,nso,sot,tsn,ssw,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
statssa_multilingual_statistical_terminology_392,Informal employment,Informele werkverskaffing,Umsebenzi ongakahleleki,isingxungxo,Ukuqashwa okungenazinsizakalo,Letogo,Mosebetsi o se nang dibenefiti/menyetla/melemo,Letogo / Tirotlhokatshiamelo / Sekoropo,Litoho,Mushumo zwawo / Tshikoropo,Ntholo wo ka wu nga ri wa ximfumo,category: Labour,definition: It includes all persons in the informal sector. Employees in the formal sector and persons employed in private households who are NOT entitled to basic benefits such as pensions or medical aid are also included.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_393,Informal sector,Informele sektor,Irhwebo elingakahleleki,Icandelo elingamiselwanga,Umkhakha ongahlelelekile,Lefapa la go se be la semolao,Indasteri e seng molaong,Lephata le le sa tlhomamang,"Tipaza, emabhizinisi langakahleleki",Sia / sekithara tshayanzudzanywa,Xiyenge xo kala xi nga ri xa ximfumo,Employment and Price / category: Labour,"definition: The informal sector consists of those businesses that are not registered in any way. They are generally small in nature, and are seldom run from business premises. Instead, they are generally run from homes, street pavements and other informal arrangements.",Werkverskaffing en Pryse,,,,iNgqesho namaXabiso,,,,,,kgiro le theko,,,,,,Mushumo na Mitengo,,vuthoriwa na mixavo,
statssa_multilingual_statistical_terminology_394,Job,Betrekking,Umsebenzi,Umsebenzi,Umsebenzi,Moomo/ modiro/ mmereko,Mosebetsi,Tiro; mmereko,Umsebenti,Mushumo,Ntirho,category: Labour,"definition: A job comprises filled posts. One person may have more than one job. The LFS asks additional questions of multiple jobholders to get information, at least, about their primary and secondary jobs. On the other hand, QES covers the number of employed persons in enterprises/establishments, which do not know whether their employees have other jobs. Aggregating figures on employed persons over firms measure jobs not persons. Social security records or tax registrations might be another way of showing the relation between jobs and persons (ILO and Stats SA).",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_395,Job-leaver,Werkverlater,Umthokozimsebenzi,umntu oyeke okanye oshiye umsebenzi,Abayeke umsebenzi,Baitokolla-moomong / Modirong / Mmerekong,Batho ba tlohelletseng mosebetsi,Batlogelatiro,Labayekele umsebenti,Muutshelamushumo / Mulitshamushumo,Mutshiki wa ntirho,category: Labour,"definition: Unemployed person who had a job, but does not have one anymore because of their own decision.
Examples of reasons:
 Pregnancy
 Family / community responsibilities
 Going to school
 Changed residence
 Retired
 Other reasons",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_396,Job-loser,Werkverloorder,Abalahlekelwe msebenzi,olahlekelwe ngumsebenzi,Abalahlekelwe / Abaphelelwe umsebenzi,Balokollwa-moomong / Modirong / Mmerekong,Batho ba felletsweng ke mosebetsi,Balatlhegelwatiro,Labaphelelwe ngumsebenti / Labadendiwe / Bomahlalela,Muxelelwa nga mushumo / Mufhelelwa nga mushumo,Mulahlekeriwi hi ntirho,category: Labour,"definition: Unemployed person who had a job, but does not have one anymore because of reasons beyond their control.
Examples of reasons:
 Lost their job
 Their job had ended
 They were laid off
 The business in which they had previously worked had been sold or had closed down",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_397,category: Labour absorption rate,Arbeidsopnemingskoers,Isilinganiso sabantu abasebenzako,umlinganiselo wengqesho,Izinga labasebenzi lokuqashela,Kelo ya go thwala baomi,Karolo ya bahiruwa; sekgahla sa kgiro ya basebetsi,Kelo ya go thapa,Lizinga lekucashwa kwebantfu,Tshikalambalo ya vhashumi,Mpimo wa matholelo ya vatirhi,category: Labour,definition: The proportion of the working-age population that is employed.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_398,category: Labour accounts,Arbeidstate,Ama-akhawundi wezemisebenzi,Iimeko zeenkcukacha kwezemisebenzi,Imidanti yomisebenzi,Dikgoboko thupeto ta baomi,Diakhaonte tsa basebetsi,Mananeo a badiri,Ema-akhawunti etemisebenti,Mbalelano dza vhashumi / mushumo,Tinkota ta vatirhi,category: Labour,"definition: A statistical system of core variables on labour that consists of a set of tables providing a systematic and consistent overview, mutually and over time, of the core variables (ILO).",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_399,category: Labour cost,Arbeidskoste,Iindleko zomsebenzi,Indleko zomsebenzi,Izindleko zokusebenza,Ditshenyagalelo ta moomo,Ditjeo tsa basebetsi,Ditshenyegelo tsa tiro,Tindleko tetemisebenti,Tshinyalelo ya mushumo,Tihakelo ta vatirhi,category: Labour,definition: All the expenses incurred by the employer for a particular task to be completed (ILO).,,,,,,,,,mong,,,,,,,,,,,
statssa_multilingual_statistical_terminology_400,category: Labour force,Arbeidsmag,Abantu bokusebenza,Iqela labasebenzi,Isikwatha / ithimba labasebenzi,Lebotho la baomi,Ba dilemong tsa ho sebetsa,Balekanelatiro/basiamelatiro,"Bantfu bekusebenta, tisebenti",Vhalugelamushumo,Vanhu lava ringaneleke ku tirha,category: Labour,definition: All employed and unemployed persons of working age.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_401,category: Labour force participation rate,Arbeidsmag-deelnamekoers,Isilinganiso sokusebenza kwabantu,imlinganiselo wenkxaxheba yeqela labanokusenza,Izinga labambe iqhaza emsebenzini,Kelo ya boteakarolo bja lebotho/ lekoko la baomi,seabo sa basebetsi,Kelo ya balekanelatiro/basiamelatiro,Lizinga lekutibandzakanya kwebantfu bekusebenta,Tshikalavhudzhenela vhalugelamushumo,Mpimo wo hoxa xandla xa vanhu lava ringaneleke ku tirha,category: Labour,definition: See labour participation rate.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_402,category: Labour market,Arbeidsmark,Imakethe yomsebenzi,Imo yemarike yabangasebenza,Abangaqasheka/ abangaba izisebenzi,Mmaraka wa baomi,Mmaraka wa basebetsi,Balekanelatiro/basiamelatiro,Imakethe yebantfu bekusebenta,Tshigwada tsha vhalugelamushumo,Vanhu lava ringaneleke ku tirha,category: Labour,"definition: All persons aged 1564 years who are employed, unemployed and not economically active (inactive).",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_403,category: Labour market dynamics,Arbeidsmarkdinamiek,Amatjhuguluko wemakethe yomsebenzi,Intshukumo yeziko labasebenzi,Ukuguquguquka kwesimo sabangaqasheka,Diphetogophetogo ta mmaraka wa baomi,Sekgahla sa mmaraka wa basebetsi,Diphetogo tsa balekanelatiro/basiamelatiro,Tingucungucuko temakethe yebantfu bekusebenta,Thitho dza tshigwada tsha vhalugelamushumo,Ku cinca ka swiyimo swa timakete ta vatirhi,category: Labour,"definition: Movement into, out of, and within the labour market over a specified time period.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_404,category: Labour market status,Arbeidsmarkstatus,Ubujamo bemakethe yomsebenzi,Ubume boluhlu lwemarike yabasebenzi,Izimo zabangaqasheka,Maemo a mmaraka wa baomi,Boemo ba mmaraka wa basebetsi,Kemo ya balekanelatiro/basiamelatiro,Bunjalo bemakethe yebantfu bekusebenta,Thitho tshiimo tsha tshigwada tsha vhalugelamushumo,Swiyimo swa timakete ta vatirhi,category: Labour,"definition: Classification as employed, unemployed or not economically active.",,,,,,,,,,,,,,,,,u dzulela u shanduka,,,
statssa_multilingual_statistical_terminology_405,category: Labour participation rate,Arbeidsdeelnamekoers,Isilinganiso sokusebenza kwabantu,Umlinganiselo wenxaxheba yabasebenzi,Izinga lokubabamba iqhaza emsebenzini,Kelo ya go tea karolo ga baomi,Sekgatlha sa seabo sa basebetsi,Kelo ya bonnaleseabe jwa balekanelatiro/basiamelatiro,Lizinga lekutibandzakanya kwebantfu bekusebenta,Tshikala vhudzhenelavhalugelamushumo,Mpimo wa ku hoxa xandla wa vanhu lava ringaneleke ku tirha,category: Labour,"definition: The percentage of the working-age population that is economically active (employed and unemployed), i.e. labour force/labour market. Synonym is labour force participation rate.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_406,Legal working age,Wetlike werksouderdom,Iminyaka yobudala yokusebenza ngokomthetho,Iminyaka esemthethweni yokusebenza,Iminyaka esemthethweni yokuqasheka,Mengwaga ya maloka a go oma,Dilemo tsa molao tsa ho sebetsa,Dingwaga tsa go dira tsa semolao,Iminyaka yekusebenta lesemtsetfweni,Murolendugelamushumo,Malembe yo tirha ya xinawu,category: Labour,"definition: See working age, legal.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_407,Lockout,Uitsluiting,Ukuvalelwa ngaphandle,ukuvalelwa ngaphandle emsebenzini,Ukuvalelwa ngaphandle kwabaqashiwe / Kwezisebenzi,Go tswalelelwa ka ntle,Thibelo,Tswalelontle / Kganelotiro,Kuvalelwa ngaphandle emsebentini,U valelwa/u thivhela vhathu u shuma ngau vha valela nna,Ku pfaleriwa ntirho,category: Labour,"definition: A work stoppage in which an employer prevents some or all employees from working, even to the extent of closing the business.
Note: This usually happens when there is a dispute between the employer and employees.",,,kweensebenzi,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_408,Long-term unemployment,Langtermynwerkloosheid,Ukungasebenzi isikhathi eside,ukungaphangeli ixesha elide,Ukungaqashwa isikhathi eside,Go se ome ga lebaka le letelele,Ho se sebetse nako e telele,Tlhokatiropakaleele/pakatelele,Kungacashwa,U fhedza tshifhinga tshilapfu u sa shumi,Ku pfumala ntirho nkarhi wo leha,category: Labour,definition: The status of a person who has been unemployed for a period of twelve months or more.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_409,Market production activities,Markproduksiebedrywigheid,Imisebenzi yemikhiqizo yeemakethe,iimveliso zorhwebo,Umsebenzi wokukhiqiza okuzodayiswa,Ditiro ta tweleto ya mmaraka,Mesebetsi ya tlhahiso bakeng la mmaraka,Ditirwanakumommaraka,Kukhicitela kutsengisa,Mushumo wa vhubveledzi ha mbambadzo / Nyito ya vhubveledzi ha mbambadzo,Migingiriko yo andzisa switirhisiwa,category: Labour,definition: Activities associated with the production of goods and services for sale. Government services are also included. See economic activities.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_410,New entrant into unemployment,Nuwe toetreder tot werkloosheid,Abathoma ukubalwa nabatlhoge / Nabadinge umsebenzi,umntu ongena kwiqela labangenamsebenzi,Ongakaze aqashwe,Monyakamoomo wa setlaboswana,Motho ya kenang dipalong tsa ba so kang ba sebetsa,Mogorogamawabotlhokatirong / Motsenabotlhokatirong / Setlabowanabotlhokatirong,Labangazange sebacashwe / Losengakacashwa,Muthu muswa /mudzheni kha vhushayamushumo,Munhu loyi a nga si tshamaka a tirha,category: Labour,definition: Unemployed people who have never worked before.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_411,Non-government organisations,Nieregeringsorganisasie,Ihlangano ekungasiyo karhulumende,amaziko angengawo akarhulumente,Inhlangano okungeyona ekahulumeni,Mekgatlo ye e sego ya mmuo,Mekgatlo eo e seng ya mmuso,Ditheoikemelo / Mekgatlhoikemelo,Tinhlangano letitimele / Tinhlangano tangasese,Madzangano a si a muvhuso,Nhlangano wo ka wu nga ri wa mfumo,category: Labour,"definition: Institutions which are not established or operated by government. NGOs are usually private, non-profit entities which are run by their members.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_412,Non-market production activities,Niemarkproduksiebedrywigheid,Imisebenzi engasiyo yemikhiqizo yeemakethe,imveliso ezingezizo ezorhwebo,Umsebenzi wokukhiqizela ukungadayisi,Ditiro ta tweleto ye e sego ya mmaraka,Mesebetsi ya tlhahiso bakeng la tshebediso ya lelapa,Ditirwanakumotlhokammaraka,Kukhicitela kutitsengisela / Umkhicito wekutiidlela,Mishumo ya u bveledza zwi sa rengiswi,Migingiriko leyi nga tswaliki nchumu,category: Labour,definition: Activities associated with the production of goods and services for household consumption.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_413,Not economically active population,Bevolking wat nie ekonomies aktief is nie,Abangasebenziko,Abantu abangenagalelo kwezoqoqosho,Abangangenile shi kwezomnotho,Sethaba sa go hloka maloka a go oma,Setjhaba se senang seabo moruong,Batho ba ba se nang seabe mo ikonoming,Labangakalungeli kusebenta,Vhathu tshayandugelamushumo,Vanhu lava nga kumekiki ku tirha,category: Labour,"definition: People who are not available for work, such as full-time scholars and students, full-time homemakers, those who are retired and those who are unable or unwilling to work.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_414,Occupation,Beroep,Umhlobo womsebenzi,Uhlobo lomsebenzi,Umsebenzi owenzayo,Moomo,Mosebetsi,Tiro; mmereko,Umsebenti,Mushumo,Ntirho,category: Labour,"definition: The type of work a person does according to the South African Classification of Occupations, irrespective of the industry.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_415,Occupational groups,Beroepsgroepe,Iinqhema zemihlobo yemisebenzi,Amaqela eendidi zomsebenzi,Amaqoqo emisebenzi,Dihlopha ta baomi,Dihlopha tsa mesebetsi,Maemotirong,Tikhundla ngekwemisebenti,Zwigwada zwa mushumotetshelwa,Mitlawa ya vatirhi,category: Labour,"definition: Occupational groups are divided into eleven groups; for example, senior managers, professionals, technicians, services workers, labourers, etc. (Stats SA).",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_416,Official and expanded definition of unemployment,Amptelike en uitgebreide definisie van werkloosheid,Ihlathululo esemthethweni neluliweko yokungasebenzi,Inkcazelo yentswela-ngqesho ngokwasemthethweni nechazwe ngokupheleleyo,Incazelo elulekile yokungasebenzi kwabantu esemthethweni,Tlhalookatolowa ya semmuo ya ba go hloka moomo le ba go se ome,Tlhaloso ya semmuso le e ekeditsweng ya ho se sebetse,Thanolo ya semmuso e e atolositsweng ya botlhokatiro,Inchazelo lesemtsetfweni naleluliwe yekungasebenti,Ningothanavhudzwa ya mulayo / tshiofisi ya tshayamushumo,Nhlamuselo ya ximfumo na yo ndlandlamuxiwa ya ku nga tirhi,category: Labour,"definition: Stats SA uses the following definition of unemployment as its official definition: The unemployed are those people within the economically active population who: (a) did not work during the seven days prior to the interview, (b) want to work and are available to start work within two weeks of the interview, and (c) have taken active steps to look for work or start some form of self-employment in the four weeks prior to the interview. The expanded definition of unemployment excludes criterion (c).",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_417,Out of labour market,Buite arbeidsmark,Abangasebenziko,Abantu abangekho msebenzini,Abangaqasheki,Bao ba sa omego,Ka thoko ho mmaraka wa mosebetsi,Batho ba ba sa siamelang/lekaneng go dira,Ngaphandle kwemakethe yebantfu bekusebenta,Nna ha tshigwada tsha vhalugelamushumo,Vanhu lava nga kumekiki ku tirha,category: Labour,definition: See not economically active population.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_418,Overtime,Oortyd,Isikhathi eseqileko,Ixesha lokusebenza elingaphezu kwelimiselweyo emsebenzini,Isikhathi esisetshenziwe esingaphezu kwesimisiwe/i -ova,Nako ye e okeditwego; phitianako ya moomo,Nako e ekeditsweng,Nakotlolo; nakopheteledi,"Ema-ova, sikhatsi lesengcelele",Phirisatshifhinga tsha mushumo,Nkarhi wo engetela,category: Labour,"definition: Hours worked in excess of ordinary time, standard or agreed hours.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_419,Overtime hours paid for,Betaalde oortydure,Ama-awa wesikhathi eseqileko / we- ovathayimu abhadaliweko,Iiyure zokusebenza ezihlawuliweyo zexesha elingaphezu kwelimiselweyo,Amahora e-ova akhokhelwe,Diiri ta nako ye e okeditwego ta moomo,Dihora tse lefellwang tsa nako e ekeditsweng,Diura tsa nakotlolo/nakopheteledi tse di duelelwang,"Ema-awa/ ema-ova lakhokhelwe, ema-awa esikhatsi lesengcelele lakhokhelwe",Awarambadelwa dza phirisatshifhinga,Tiawara to engetela to hakeriwa,category: Labour,"definition: Those hours worked in excess of ordinary-time hours, standard or agreed hours of work that was paid for in the reference period.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_420,Overtime payments,Oortydbetalings,Iimbadelo zesikhathi eseqileko/ ze-ovathayimu,Iintlawulo zexesha elingaphezu kwelimiselweyo,Inkokhelo ye -ova,Meputso ya nako ye e okeditwego,Ditefello tsa nako e ekeditsweng,Dituelo tsa nakotlolo; dituelo tsa nakopheteledi,Inkokhelo yesikhatsi lesengcelele,Mbadelo dza phirisatshifhinga,Tihakelo ta nkarhi wo engetela,category: Labour,"definition: Payment for hours worked and paid for in excess of ordinary-time hours, standard or agreed hours worked for the reference period. Penalty payments that relate to overtime are also included.",,,,,,,,,,,,,,,,,,,,
