id,eng,afr,zul,xho,ssw,nbl,nso,tsn,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
oertb_data_507,"subject, theme","onderwerp, tema",indikimba,,,,morero,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_508,praise poet,prysdigter,imbongi,,,,moreti,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_509,rhyme,rym,imvumelwano,,,,morumokwano,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_510,rhyming couplet,rymende koeplet,imvumelwano yemigqa emibili,,,,morumokwanobedi,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_511,end rhyme,eindrym,imvumelwanosigcino,,,,morumokwanophetši,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_512,initial rhyme,beginrym,imvumelwanosiqalo,,,,morumokwanothomi,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_513,malefactor,kwaaddoener,isoni,,,,mosenyi,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_514,rhythm,ritme,isigqi,,,,mošito,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_515,scansion,skandering,ukuhambisa ngeqhinga,,,,mošitollo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_516,"line of poetry, verse line",versreël,umugqa wezinkondlo,,,,mothalotheto,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_517,verse,vers,ivesi,,,,mothelometara,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_518,context,konteks,"ingqikithi, indikimba, umongo wendaba",,,,motheotlhalošo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_519,personification,personifikasie,ukwenzasamuntu,,,,mothofatšo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_520,person who has been helped,hulpbehoewende,umuntu osiziwe,,,,mothušegi,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_521,motif,motief,"indikimbana, imothifi",,,,motifi,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_522,time,tyd,isikhathi,,,,nako,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_523,focus,fokus,"ukuqondisa, ukunaka",,,,nepišo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_524,syllable,lettergreep,"isilebuli, ilunga",,,,noko,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_525,"folktale, fairy tale","volksverhaal, sprokie",inganekwane,,,,"nonwane, kanegelotšhaba",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_526,myth,mite,inganeko,,,,nonwane ya kakanyatlhaloso,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_527,tale,staaltjie,insumo,,,,nonwane yakgogamašego,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_528,legend,legende,umzekeliso,,,,nonwane ya phetheletšannete,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_529,fable,fabel,insumansumane,,,,nonwane ya tsholo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_530,oxymoron,oksimoron,ukuziphikisa,,,,oksimorone,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_531,onomatopoeia,"klanknabootsing, onomatopee",ifuzamsindo,,,,onomatopia,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_532,novel,roman,"inoveli, indaba",,,,padi,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_533,character novel,karakterverhaal,inoveli lokuziphatha,,,,padibaanegwa,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_534,historical novel,historiese roman,inoveli lomlando,,,,padihistori,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_535,satire,satire,"isathaya, inkondlo egxekayo",,,,"padikgegeo, 'sathaere, thetonyefolo",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_536,novelette,novelle,inoveli elifushane,,,,padinyana,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_537,science novel,wetenskaplike roman,inoveli lesayensi,,,,padisaense,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_538,novel of action,aksieverhaal,inoveli lezenzo,,,,paditiragalo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_539,detective story,speurverhaal,indaba yophenyo,,,,paditseka,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_540,one-act play,"eenmanstuk, eenbedryf",umdlalo onkundlanye,,,,papaditematee,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_541,drama in verse,versdrama,umdlalo evesini,,,,papaditheto,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_542,stageability,verhoogvermoë,ukudlaleka eshashalazini,,,,papalego,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_543,parallelism,parallelisme,ukuxhumana,,,,papetšo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_544,pathos,pathos,"isihawu, umunyu",,,,pathose,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_545,euphemism,eufemisme,isifekethiso,,,,"pebofatšo, phefolo",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_546,pun,woordspeling,uteku,,,,"phane, papadišantšu",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_547,"distinctive feature, contrast","onderskeidende kenmerk, kontras",isici esehlukanisayo,,,,"phapantšho, pharolegantšho",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_548,characterisation,karakterisering,ukuvezwa kwabalingiswa,,,,"pharodipataka, tshwantšho ya baanegwa",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_549,motorial moment,motoriese moment,isisusa sodweshu,,,,"phekgogo, sethakgodi",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_550,"end, completion","einde, slot",isiphetho,,,,"pheletšo, morumo, thumo",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_551,hyperbole,hiperbool,ihaba,,,,"pheteletšo, kgodišo",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_552,metonymy,metonimia,imithonimi,,,,"phetolaina, metonomia",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_553,comic relief,komiese verligting,ukukhululwa kwemizwa,,,,phodišaletswalo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_554,"illusion, illusie",droombeeld,"inkohliso, ukukhohlisa",,,,"phoraphoretšo, ilušene",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_555,"consonant repetition, alliteration","medeklinkerherhaling, alliterasie",ukuphindaphindwa kongwaqa,,,,poeletšatumammogo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_556,"vowel repetition, assonance","klinkerherhaling, assonansie",ukuphindaphindwa konkamisa,,,,poeletšatumanoši,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_557,repetition,herhaling,ukuphindaphinda,,,,poeletšo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_558,"language, colloquial usage","taal, taalgebruik",ulimi,,,,polelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_559,"soliloquy, monologue","alleenspraak, monoloog",ukukhuluma wedwa,,,,polelonoši,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_560,scene,toneel,isigcawu,,,,"pontšho, temana",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_561,structure of a poem,gedigstruktuur,isakhiwo senkondlo,,,,popegothetho,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_562,rhetorical question,retoriese vraag,umbuzombumbulu,,,,potšišoretoriki,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_563,prose,prosa,iphrozi,,,,prosa,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_564,"arrange, marshal","rangskik, struktureer",hlela,,,,rulaganya,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_565,"minor, subordinate","afhanklike, ondergeskikte","okuncane, okungaphansi",,,,"-sa ikemelego, -sa itaolego",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_566,nowadays,teenwoordige tyd,isimanjemanje,,,,sebjalebjale,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_567,proverb,spreekwoord,isaga,,,,seema,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_568,stage,verhoog,"ishashalazi, isiteji",,,,sefala,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_569,tone,toon,"ithoni, umoya",,,,segalo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_570,stress phoneme,klemfoneem,umsindo ocindezelwe,,,,segalo sa kgatelelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_571,climax,"hoogtepunt, klimaks",uvuthondaba,,,,sehloa,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_572,climax of the story,klimaks van die verhaal,uvuthondaba lwendaba,,,,sehloa sa kanegelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_573,idiom,idioom,isisho,,,,seka,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_574,"phrase, clause","frase, sinsnede",umushwana,,,,sekafoko,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_575,"symbol, symbolism","simbool, simboliek",uphawu,,,,sekai,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_576,figure of speech,stylfiguur,isifenqo,,,,sekapolelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_577,caricature,"spotprent, spotprent",umfanekiso wokuhlekisa,,,,sekwero,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_578,character trait,karaktereienskap,isimilo,,,,semelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_579,literary work,geskrif,umsebenzi obhaliwe,,,,sengwalo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_580,penultimate,voorlaaste,okulandelwa okokugcina,,,,serakamefelelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_581,topic,onderwerp,isihloko,,,,sererwa,,,,,,,van bespreking,,,,,,,,,,,,,,,,,,,
oertb_data_582,"praise song, poem","prysdig, gedig",iculo lezibongelo,,,,sereto,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_583,personality,persoonlikheid,isithunzi,,,,seriti,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_584,caesura,"verssnede, verssnede",isuzura,,,,sešura,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_585,image,beeld,isithombe,,,,seswantšhokgopolo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_586,style,styl,"indlela yokubhala, isitayela",,,,"mongwalelo, setaele",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_587,"deus ex machina, god from a machine","deus ex machina, god van 'n masjien",okuvela phezulu,,,,sewagodimo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_588,sonnet,sonnet,isonethi,,,,sonete,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_589,portray,"uitbeeld, weergee",veza,,,,swantšha,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_590,"subject, topic","saak, onderwerp","indaba, isihloko",,,,"taba, sererwa",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_591,theme,tema,indikimba,,,,tabataba,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_592,stage directions,verhoogaanwysings,izinkombandlela zeshashalazi,,,,taetšosefala,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_593,essay,"verhaal, essay",i-eseyi,,,,taodišo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_594,imaginative essay,verbeeldingryke essay,i-eseyi yomcabango,,,,taodišokakanyo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_595,narrative essay,narratiewe essay,i-eseyi elandisayo,,,,taodišokanegelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_596,biography,biografie,indaba yomlando womuntu,,,,taodišophelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_597,descriptive essay,beskrywende essay,i-eseyi echazayo,,,,taodišotlhalosi,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_598,chain of events,gebeure-opeenvolging,ukulandelana kwezehlakalo,,,,tatelano ya ditiragalo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_599,"aim, objective","oogmerk, mikpunt",inhloso,,,,"tebanyo, nepo, maikemišetšo",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_600,"opinion, point of view","beskouing, gesigspunt","umbono, uvo",,,,tebelelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_601,omniscient point of view,alwetende beskouing,umbono onolwazi lonke,,,,tebelelokakaretši,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_602,first person's point of view,eerste persoonsoogpunt,umbono womuntu wokuqala,,,,tebelelo-ke,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_603,limited point of view,beperkte gesigspunt,umbono onomkhawulo,,,,tebelelotlhaedi,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_604,symmetry,simmetrie,"ukulingana, ukufana",,,,tekanetšo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_605,equilibrium,ewewig,"ukulingana, ukunganyakazi",,,,"tekanyego, tekanyetšo",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_606,flash-back,"terugflits, terugblik",ukucabanga emuva,,,,tekolanthago,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_607,"forward flash, foreshadowing",vooruitskouing,ukucabanga phambili,,,,tekolapejana,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_608,"role, act","rol, bedryf","iqhaza, indima",,,,tema,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_609,stanza,strofe,isitanza,,,,tematheto,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_610,theory,teorie,"ithiyori, umcabango",,,,teori,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_611,drama,drama,umdlalo,,,,terama,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_612,radio drama,radiodrama,umdlalo wasemsakazweni,,,,teramaradio,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_613,television drama,televisiedrama,umdlalo wakumabonakude,,,,teramathelebišene,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_614,"title, heading","titel, hoofopskrif",isihloko,,,,thaetlele,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_615,riddle,raaisel,isiphicaphicwano,,,,"thai, nyepo",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_616,complication of events,saakverwikkeling,isixakaxaka,,,,"tharanyo ya ditaba, kgakgano",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_617,digression,afwyking,"ukuphambuka, ukuhluka",,,,"tharelo, tepogo",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_618,technique,tegniek,"iqhinga, isu",,,,thekniki,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_619,poetry,"poësie, digkuns",izinkondlo,,,,theto,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_620,word verse,woordvers,ivesi legama,,,,theto ya lentšu,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_621,isochronic verse,heffingsvers,ivesi lokulandelana okukodwa,,,,theto ya poeletšomošito,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_622,isosyllabic verse,"lettergreepvers, isosillabiese vers",ivesi lamasilebuli awodwa,,,,theto ya poeletšonoko,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_623,modern poetry,moderne poësie,izinkondlo zesimanje,,,,"theto ya sebjale, thetosebjale",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_624,word group verse,woordgroepvers,ivesi lebinzana lamagama,,,,theto ya sekafoko,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_625,poetry on feminism,poësie oor feminisme,izinkondlo zomqondo wezobufazane,,,,thetobosadi,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_626,epic poem,verhalende gedig,inkondlo eyi-ephikhi,,,,thetokanegelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_627,protest poetry,protespoësie,izinkondlo zomzabalazo,,,,thetokganano,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_628,love poetry,liefdespoësie,izinkondlo zothando,,,,thetolerato,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_629,totality,versgeheel,ukuphelela,,,,thetomoka,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_630,elegy,"treurlied, elegie","i-eleji, inkondlo yesililo",,,,"thetosello, eletši",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_631,praise poetry,prysdig,izibongo,,,,thetotumišo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_632,"structure, plot","struktuur, intrige",isakhiwo,,,,thulaganyo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_633,structure of stanzas,stofestruktuur,isakhiwo sezitanza,,,,thulaganyo ya tematheto,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_634,composition of a poem,gedigstruktuur,ukwakheka kwenkondlo,,,,thulaganyo ya theto,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_635,conflict,"botsing, konflik",ukungqubuzana,,,,"thulano, phapano",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_636,prosody,versleer,imithetho yokuloba izinkondlo,,,,thutametara,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_637,moral,"sedeles, moraal",isifundo,,,,thuto,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_638,motivate,motiveer,"gqugquzela, banga",,,,"tiišetša, šitlela",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_639,"environment, milieu","omgewing, milieu",indawo,,,,tikologo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_640,event,gebeurtenis,isehlakalo,,,,tiragalo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_641,"use, application","gebruik, toepassing",ukusetshenziswa,,,,tirišo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_642,action,aksie,"isenzo, ukwenza",,,,tiro,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_643,"anxiety, distress","nood, benoudheid",uvalo,,,,tlalelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_644,denouement,ontknoping,isiphetho,,,,"tlemollo ya lehuto, khunollahuto",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_645,refrain,refrein,impinda,,,,"tlhabeletšo, tlhabeledi",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_646,"meaning, explanation","verduideliking, betekenis","umqondo, incazelo",,,,tlhalošo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_647,literal meaning,letterlike betekenis,umqondo osobala,,,,tlhalošontšukantšu,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_648,ellipsis,"woorduitlating, ellips","ungqingqingqi, okuqhubekayo",,,,tlogelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_649,information,inligting,ulwazi,,,,tshedimošo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_650,humour,humor,ihlaya,,,,tshegišo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_651,critical evaluation,kritiese evaluasie,ukuhlola okuhlaziyayo,,,,tshekatsheko,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_652,stylistic analysis,stylanalise,ukuhluza okuhlelekile,,,,tshekatsheko ya mongwalelo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_653,metaphor,metafoor,isingathekiso,,,,tshwantšhišo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_654,metaphorisation,metaforisasie,ukungathekisa,,,,tshwantšhišofatšo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_655,simile,vergelyking,isifaniso,,,,"tshwantšho, tshwantšhanyo, papišo",,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_656,imagery,beeldspraak,izifenqo,,,,tshwantšhokgopolo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_657,develop,ontwikkel,"thuthuka, qhubeka",,,,tšweletša,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_658,development,ontwikkeling,"ukuthuthuka, ukuqhubeka",,,,tšwetšopele,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_659,praise,prys,"bongela, dumisa",,,,tumiša,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_660,"fame, desire","roem, begeerte",udumo,,,,tumo,,,,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_661,abandon,staak,"shiya, yeka",-yeka,yekela,-yekela,go tlogela,tlogela,tlohela,litsha,-tshika,,,,,,,,,,,,,,,,,,,,,,
oertb_data_662,abandon,laat vaar,lahla,-ncama,yekela,-lisa,go tlogela,latlha,lesela,kudza,-fularhela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_663,abnormal,abnormaal,okungajwayelekile,-ngaqhelekanga,-ngetayeleki,-ngakandi,go se tlwaelege,-sa tlwaelesegang,e sa tlwaelehang,ṱhaluwo,leswi nga tolovelekangiki,,,,,,,,,,,,,,,,,,,,,,
oertb_data_664,absorb,absorbeer,munca,-funxa,kufaka,-munya,go tšea,ithuta,utlwisisa,nweledza,-tswonga,,,,,,,,,,,,,,,,,,,,,,
oertb_data_665,absorb,verdiep in,hlaba umxhwele,-thabathekile,kujula,-dosa,go tšea,ngoka kgatlhego,kgahla,kunga,-koka nyingiso,,,,,,,,,,,,,,,,,,,,,,
oertb_data_666,abstract,abstrakte,okusemcabangweni,-ngaphathekiyo,-bonakali,-catjangwako,kgopolo,segopolo,mohopolo,khumbulelwa,xiehlekeleriwa,,,,,,,,,,,,,,,,,,,,,,
oertb_data_667,abstract,opsomming,umongo,isicatshulwa,sibutsetelo,isirhunyezo,kakaretšo,tshoboloko,kgutsufatso,ngaganyo,mpetsonkomiso,,,,,,,,,,,,,,,,,,,,,,
oertb_data_668,accelerate,versnel,sheshisa,-khawulezisa,kusheshisa,-rhabisa,"go kitimiša, go phakiša",akofisa,potlakisa,ṱavhanyedza,-hatlisisa,,,,,,,,,,,,,,,,,,,,,,
oertb_data_669,accept,aanvaar,vuma,-amkela,-vuma,-amukela,go dumela,dumela,kgotswe,ṱanganedza,-amukela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_670,accept,aanvaar,amukela,-vuma,-vuma,-amukela,go dumela,dumelela,dumela,tendela,-amukela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_671,acceptable,aanvaarbaar,okuthandekayo,-amkelekileyo,-mukeleka,-vumelanako,go dumelelwa,-amogelesegang,amohelehang,ṱanganedzea,leswi amukelekaka,,,,,,,,,,,,,,,,,,,,,,
oertb_data_672,acceptable,aanvaarbaar,okwamukelekile,-amkelweyo,-mukelekako,-amukelekileko,go dumelelwa,-dumelesegang,dumellwang,ṱanganedzea,leswi amukelekaka,,,,,,,,,,,,,,,,,,,,,,
oertb_data_673,access,toegang,intuba,indlela,kufinyelela,ubungeno,go fihlelela,botseno,tumello ya makeno,vhudzheno,mfikelelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_674,access,toegang hê,finyelela,-fikelela,-tfola,ilungelo,go fihlelela,phitlhelelo,dumellwa,swikela,-fikelela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_675,access,ontsluit,thola,-fumana,-tfola,-thola,go fihlelela,fitlhelela,fumana,swikela,-fikelela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_676,accommodate,akkommodeer,siza,-qhelanisa,kucabangela,-siza,go thuša,akanyetsa,tsotella,humbulela,-rhurhela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_677,accompany,vergesel,phelezela,-khapha,-phekeletela,-khambisana,go felegetša,akaretsa,felehetsa,fhelekedza,-fambisana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_678,accordance,ooreenkomstig,imvumelwano,ukuvumelana,-kuya,ukuvumelana,tumelelano,tumelelo,tumellano,thovhedzo,-mpfumelelano,,,,,,,,,,,,,,,,,,,,,,
oertb_data_679,accumulate,akkumuleer,qongelela,-fumba,-butsela,-buthelela,go kgoboketša,kokoanya,bokeletsa,kuvhanganya,-hlengeleta,,,,,,,,,,,,,,,,,,,,,,
oertb_data_680,accumulate,versamel,didiyela,-andisa,cokelela,-hloza,go kgoboketša,kokotletsa,eketsa,engedzea,-kuma,,,,,,,,,,,,,,,,,,,,,,
oertb_data_681,acknowledge,erken,yazisa,-vuma,kwemukela,-amukela,go amogela,dumela,ananela,tenda,-amukela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_682,acquire,verwerf,thola,-fumana,-tfola,-thola,go hwetša,bona,fumana,wana,-kuma,,,,,,,,,,,,,,,,,,,,,,
oertb_data_683,acquisition,verkryging,ukuthola,ukufumana,-kutfola,ukuthola,khwetšo,go bona,phumano,pfumbudzo,makumelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_684,adapt,aanpas,hlangabezana,-lungisa,kwetayela,-khambisana,go amantšha,tshwanela,bapisa,shandulela,-tekelela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_685,adequate,geskik,okwanele,-aneleyo,kwenela,-aneleko,go lekana,-lekane,lekaneng,linganela,ringanela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_686,adhere,vaskleef,namathela,-ncamathela,kuhlala,-namathelana,go kgomarela,kgomarela,kgomarela,farelela,- khomelela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_687,adhere,nakom,landela,-bambelela,kulandzela,-landela,go latela,obamela,kgema,tevhedza,-khomelela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_688,adjust,aanpas,melana,-lungelelanisa,lungisa,-hlalisa kuhle,go lokiša,lolamisa,fetohela,dzudzanyulela,-cincanyana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_689,administer,administreer,enza,-phatha,kwenta,-hlela,go laola,tsamaisa,laola,tshimbidza,-fambisa,,,,,,,,,,,,,,,,,,,,,,
oertb_data_690,admit,erken,vuma,-vuma,vuma,-vuma,go dumela,dumela,amohela,ṱanganedza,-pfumela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_691,advocate,voorstander,khulumela,-abela,-khulumela,-jamela,go bolelela,buelela,buella,ambela,-vulavulela,,,,,,,,,,,,,,,,,,,,,,
oertb_data_692,affect,affekteer,thinta,-zenzisa,kuba nemtselela,-thinta,go ama,ama,tshwaetsa,kwama,-khumba,,,,,,,,,,,,,,,,,,,,,,
oertb_data_693,affect,houdings,ukuthinteka,ukuzenzisa,kutsintseka,ukuphatheka,go ama,boitshwaro,tshwaetso,ṱhuṱhuwedzo,-khumba,,,,,,,,,,,,,,,,,,,,,,
oertb_data_694,aggregate,totaal,inani,ingqokelela,i-agrigethi,ihlanganisela,kakaretšo,palogare,palohare,gwalaba,nhlayokatsakanyo,,,,,,,,,,,,,,,,,,,,,,
