id,eng,sot,nso,ssw,ven,nbl,xho,zul,tsn,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
unisa_multilingual_linguistic_terminology_293,semi-vowel,sekadumanotshi,sekatumanoši,Sankhamisa,Pfalanyana,usingakamisa,iinguqu-nguquko zentsingiselo,usingankamisa,seka tumanosi,xitwalana,"a sound functioning as a consonant but lacking the phonetic characteristics normally associated with consonants (such as friction or closure); instead, its quality is phonetically semi-vowel that of a vowel (Crystal, 2008: 431); semi-vowel that of a vowel. Some phoneticians refer to these sounds as a type of approximant  (Crystal, 2008: 432)",,modumo o sebetsang jwale ka dumammoho empa o sena matshwao a fonetiki a tlwaelehileng ho didumammoho (jwale ka kgohlano kapa kwallo); empa boleng ba ona e le dumanotshi e halofo ya dumanotshi; dumanotshi e halofo ya dumanotshi. ditsebi tse ding tsa fonetiki di lebisa ho medumo ena jwale ka ka mofuta wa aproksimente,"Sesothong re na le dikadumanotshi tse pedi, e leng (w le y). mohlala, wena o tsamaya le yena. didumanotshi tse pedi ha di latellane jwale ka ee kapa oo, bobedi di qapodiswa ka kodu. e tlang pele ha e fokotswa kodu e fetoha sekadumanotshi y kapa w",tumammogo ye e nago le dika tša tumanoši,[w] le [j] ke dikatumanoši,Umsindvo lophinyiswa njengankhamisa kepha ube ungasuye nkhamisa njenga ngwaca w na y .,Babili kuphela bosankhamisa esiSwatini.,Mubvumo une u tshi bulwa wa pfalanyana unga pfalanyana.,y na w,lihlavu elinamatshwayo kangwaqa newakakamisa.,,"iinguquko ezenzeka kwintsingiselo yegama xa liphuhla liba isakhi ngokusebenzisa inkqubo yokuguqula amabakala ohlalutyo (Louwrens, 1994: 173)",iinguqu-nguquko zentsingiselo yegama zixhomekeke ekubeni igama lisetyenziswe njani ngokwegrama,umsindo osebenza njengongwaqa kodwa ongenazo izimpawu zongwaqa ngokwefonetiki (ezinjengokuhlihliza noma ukuvimbeka komoya) esikhundleni salokho unezimpawu zonkamisa,imisindo u-w no-y ingosingankamisa.,"modumo o o dirang jaaka tumammogo mme o tlhoka diponagalo tsa sefonetiki ka gale tse di tsamaisanang le ditumammogo (jaaka tumakgwasa kgotsa tumatswaledi); boemong ba seo, boleng ba seka-tumanosi go ya ka sefonetiki ke ba tumanosi","mo Setswaneng, re na le dika-tumanosi tse pedi e bong, w le y","mpfumawulo lowu tirhaka tanihi xitatisi kambe xi nga ri na swihlawulekisi swa fonetiki leswi hi ntolovelo swi yelanaka ni switatisi (tanihi swa nkhuhlano kumbe swo pfaleka); kambe, nkoka wa swona wu le xikarhi ka xitwalana na xitwari; xitwalana xa xitatisi","""y"" i xikombiso xa xitwalana eka Xitsonga"
unisa_multilingual_linguistic_terminology_294,sense,moelelo,tlhalošokamano*,Umcondvo,Vhushaka,ihlathululo yegama ezwakalako,injongosenzi ngokwentsingiselo,incazelo yegama,bokao,nhlamuselo,"the system of linguistic relationships (sense relations or semantic relations) which a lexical item contracts with other lexical items – the paradigmatic relationships of synonymy, antonymy, etc., and the syntagmatic relationships of collocation (Crystal, 2008: 432)",,sistimi ya dikamano tsa thutapuo (moelelo wa dikamano kapa dikamano tsa semantiki) tseo diaetheme tsa leksikale di fokotsehang ho tse ding - moelelo wa dikamano tse fapaneng.,bashanyana ba pola mabele. (Polelong ena diatheme tsohle tsa leksikale di momahane hammoho ho etsa karolo ya moelelo e nepahetseng),peakanyo ya tswalano ya polelo fao lentšu le bapetšwago le a mangwe,"Tlhalošokamano e tšwelela gare ga mahlalošetšagotee bjalo ka patše x lebake, malatodi bjalo ka -telele x -kopana, le mehuta ye mengwe ye re ithutago ka yona mo go thutatlhalošo","Umcondvo lovetwa ligama, umusho noma umshwana",Ngiyawutsandza umcondvo lovetwa ngulenkhulumo.,Vhushaka kha luambo ha semantika vhune ipfi la vhu fhata na manwe maipfi.,Gulu ya tshigidi/ Gulu la tshisevho/nama,ubudlelwana igama elinabo namanye amagama ngokwehlathululo,Amagama asetjenziswa elimini anomqondo ozwakalako.,"uhlalutyo lwezivakalisi ezikwisixando sokwenziwa ukunika iimpawu kwindima yentsingiselo eyenziwa zizibizo eziziinjongosenzi ezifumaneka kwindawo yentloko ngelixa ivumelana nesenzi esikwisixando sokwenziwa ngokusebenzisa isivumelanisi sentloko (Louwrens, 1994: 173)",injongosenzi ngokwentsingiselo ingazekeliswa ngesibizo esingumakeli wesenzo sokuxhela esingu-'inkomo' kwisivakalisi esithi: 'Amadoda axhela inkomo',ubudlelwano ngokwencazelo igama elinabo namanye amagama olimini,amagama olimini anencazelo,"tsamaiso ya botsalano ba borutapuo go kaya dikamano tsa bokao kgotsa dikamano tsa bokaopuo mo lefokong le amanang le mafoko ka mangwe jaaka makaelagongwe le malatodi, jalo jalo le dikamano tse di latelanang  tsa kgobokano","bokao bo bonagala ka malotodi mo polelong e,fa o se mosimane o mosetsana","noun / vuxaka bya switwi kumbe vuxaka byo tiva tinhlamuselo / <tirhelo ra vuxaka bya tindzimi leti rito ri hungutiwaka hi marito man'wana - vuxaka bya vukheta byo vonaka bya vamavizweni, maritofularha,","sw, na vuxaka bya tirhelo ra marito lama hi xitalo ma fambaka kun'we kumbe ma languteriwaka ku humelela kun'we> {thicara Magezi u tirhisa nhlamuselo yo olova loko a dyondzisa}"
unisa_multilingual_linguistic_terminology_295,sentence,polelo,lefoko,Umusho,Fhungo,umutjho,intloko ngokwentsingiselo,umusho,,xivulwa,"a structured linguistic utterance that expresses a proposition; the largest structural unit in  terms of which the grammar of a language is organized (Crystal, 2008: 432)",,polelo ya thutapuo e hlophisitsweng ho hlahisa tlhahiso; yuniti e kgolohadi ya sebopeho ka mokgwa oo kerama ya puo e hlophiswang,"re na le mefuta e meraro ya dipolelo, e leng polelonolo, polelokopane le polelomararane",tatelano ya mantšu ye e latelago melao ya thutapolelo gomme e hlalošago taba ye e kwešišegago,Ge lefoko e le pego le swanetše go phethwa ka khutlo,Sakhiwo sekuphinyiswa kwelulwimi lokuveta injongo.,Umusho wakhiwa ngemagama hhayi ngemalungu.,U vhumbea ha vhushaka ha muambo  vhu sumbedzaho u tahisa muhumbulo.,Pfunzo ndi gupula vhushai.,Magama ahlelwe ngokulandelana kobana akhe umqondo opheleleko,Abentwana baya esikolweni. Umutjho lo uhleleke ngendlela eletha umqondo opheleleko. Qala olandelako; esikolweni baya abentwana. (lokhu kumagama alandelanako kodwana anganawo umqondo opheleleko),"eso sibizo kwisivakalisi esibonisa umntu okanye into enoxanduva lokwenza isenzo esibalulwa sisenzi, kungakhathaliseki nokuba isibizo siyavumelana na nesenzi ngesivumelanisi sesenzi okanye akunjalo (Lourens, 1994: 174)","kwisivakalisi esingasentla esithi: 'Amadoda axhela inkomo', isibizo u-'amadoda' yintloko ngokwentsingiselo",amagama ahlelwe ngokulandela imithetho yolimi,umusho yingxenye engaphansana kwendima/kweparagrafu eyakha inkulumo,,,i maveketelelo ya matwariselo ya marito ya tindzimi leswi hlamuselaka ndzinganyeto; xiyenge lexikulu xa xivumbeko hi kuya hi laha ntivoririmi wa ririmi wu lulamisiwaka,vana va tigiredi ta le hansi va tsala xivulwa xo koma
unisa_multilingual_linguistic_terminology_296,separability,karohano,kgaogantšho,Kwehlukaniseka,Phambanyo,,,,kgaoganyo,vuhambanisi,"if two linguistic elements can be separated by one or more other linguistic elements, the two elements which are separable are said to be autonomous words (Lourens, 1994: 105)",,"ha dielemente  tse pedi di ka arolwa ka elemente e le nngwe kapa ho feta tsa dielemente tsa thutapuo, dielemente tse pedi tse arolehang di ka nkwa jwale ka lentswe le ikemetseng","dikarolo tsa bohlokwa tsa puo, moetsi le leetsi di ka arolwa ka dikarolo tse ding tsa puo",teko ya go lemoga mantšu a linkwistiki ka go tsentšha lentšu gare ga dikarolo tša polelo tše di itšego,"Teko ya kgaogantšho e re laetša gore 'yo motelele' ke lentšu le tee la linkwistiki, e lego lehlaodi. Ka ge le ka se tsenwe gare ke le lengwe,  mantšu a mabedi a ka tsenwa ke le lengwe gare, mantšu ao a ikeme: 'barutiši bohle ba a lwala'",Kushiwo   takhi nome emagama lahlukanisekako.,Lamagama ayehlukaniseka.,"Arali maipfi mavhili a nga khethekanywa/fhambanywa nga  ipfi kana zwipida zwinzhi zwa luambo, maipfi ayo mavhili a fhandekaneaho a vhidzwa upfi maipfi.",,,,,,,,"fa dielemente tse pedi tsa boratupuo di ka kgaoganngwa ka elemente e le nngwe kgotsa tse si fetang tsa borutapuo, dielemente tse pedi tse di kgaoganyegang di tsewa gore ke mafoko a mabedi a a ikemetseng","kgaoganyo e bonagala mo dikarolong tse pedi tsa lefoko, mosadimogolo, e bong mosadi le mogolo di kgona go kgaoganyega gore di ikemele ka botsona","hiloko swiyenge swimbirhi swa ririmi swi kota ku hambanyiseka hi xiphemu xin'we kumbe swiphemu swimbirhi swa ririmi, swiphemu swimbirhi leswi swi hambanyisekaka swi vuriwa ku va swi tifuma",vadyondzi va faneke ku va ni vutivi bya vuhambanisi bya xivulwahosi na xivulwanandza
unisa_multilingual_linguistic_terminology_297,short form,sebopeho se sekgutshwane,popegotiri ye kopana,Sakhiwo lesifishane,Ndila pfufhi,indlela yesenzo efitjhani,izifundo ngeentsingiselo,indlela emfushane yesenzo,lefoko le le emetseng polelo,xivumbeko xo koma,,,,"sebopeho se sekgutshwane hangata Sesothong re se sebedisa e le kgutsufatso ka diakronime. mohlala, mmangwana = mme wa ngwana, ntatarona = ntate wa rona jj",sebopego sa lediri le le latelwago ke sedirwa gomme kutudiri e sa etwe pele ke -a,Popegotiri ye kopana ke 'ke tseba polelo' - e fapana le ye telele e lego 'ke a tseba',Lesi sakhiwo lesifishane selibitonoma umusho.,Konkhe lokushiwo ngu Sanele kusakhiwo lesifishane salendzaba.,Ndila pfufhi.,Ndi la vhuswa,isenzo esisekathini yanje nasisetjenziswa emutjhweni ngaphandle kwesakhi sekathi u-ya kuthiwa sisebenzisa indlela efitjhani.,"Lokha isenzo nasisetjenziswa nomenziwa nofana nesikhanyiso siba sifitjhani ngombana asisebenzisi isakhi u-ya-, isibonelo, Ngibuya nomalume.","isebe lezifundo ngeelwimi elizinikele kufundonzulu ngentsingiselo equlethwe lulwimi  (Crystal, 2008:428)","izifundo ngeentsingiselo ziquka ezezakhi, ezamagama, ezentetho  nezezivakalisi",isenzo esisenkathini yamanje uma sisetshenziswa emshweni ngaphandle kwesakhi senkathi yamanje u-ya- kuthiwa sisebenzisa indlela emfushane.,"uma isenzo sisetshenziswa nomenziwa noma nesikhanyiso siba sifushane ngoba singasisebenzisi isakhi u-ya, isinonelo ngihamba nenja.",polelo e e kwadilweng ka bokhutshwanyana,Mosadi yo o tlhokafaletsweng ke monna o apeile mme polelo e e ka kwadiwa ka bokhutshwane fa ke re: motlhologadi o apeile.,endlelo	ro tirhisa vuyimeri bya rito kumbe ntlawa wa marito bya xivumbeko xo koma,vadyondzisi va tirhisa xivumbeko xo koma ka mavito ya vadyondzi.
unisa_multilingual_linguistic_terminology_298,simple sentence,polelonolo,lefokonolo,Umusho locondzile,F hungo tswititi,umutjho onqophileko,intsingiselo,umusho oqondile,,xivulwa xo olova,"the largest grammatical unit in a language, which is smaller than a paragraph (Trask 1992: 256)",,"yuniti e kgolohadi ya kerama puong, e nyenyane ho seratswana","monna o hama dikgomo (polelonolo ena e na le moetsi, ketso le moetsuwa)",lefoko le le nago le tiro e tee,Lefokonolo la go ba le lethušalediri le na le go gakantšha batho ka ge ba bala madiri sebakeng sa go bala ditiro,"Umusho lonementi ,sento namentiwa.",Umusho locondzile  uyevakala kahle.,Fhungo lo vhumbwaho nga muhumbulo muthihi muhulwane u pfalaho.,Vhurotho vhu a difha,"Mumutjho owakhiwa libizo (ihloko) kunye nesenzo, nofana owakhiwa yihloko, isenzo nomenziwa.","Mumutjho onomqondo opheleleko, njengalo: Abesana balusa iinkomo.","inkqubo yeentlobo zobudlelwane ngokwezifundo ngeelwimi (ubudlelwane beentsingiselo okanye unxulumano ngokweentsingiselo) obuphakathi kwegama namanye amagama –  izintlu zobudlelwane bezifanokuthi, izichasi, njalo njalo, kunye nobudlelwano bamagama kwizinxulumani zezivakalisi (Crystal, 2008: 432)",intsingiselo yegama elithi umoya iguquka kancinane ngokwemeko ekubhekiselelwe kuyo,"umusho olula owakhiwa ibizo (inhloko) kanye nesenzo, noma owakhiwa inhloko, isenzo kanye nomenziwa","umusho oqondile ungumusho onesilandiso esisodwa, ukwazi ukuzimela wodwa wethule umqondo ophelele",,,"i xiphemu lexikulu xa ntivoririmi eka ririmi, lexi tsongo ka ndzimana",vadyondzi va twisisa hi ku hatlisa xivulwa xo olova
unisa_multilingual_linguistic_terminology_299,singular,bonngwe,botee,Bunye,Vhuthihi,ubunye,isivakalisi,ubunye,bongwe,vun'we,one of a kind,,e le nngwe ya mofuta,moshanyana a le mong o tebetswe sekolong,tlhalošo ya leina ye e re botšago gore selo se le se šupago ke se tee fela,"Magoroina a 1, 3, 5, 7 le 9 ke a botee",Kushiwo lokukodvwa noma libito lelisebunyeni.,Ambalwa emagama lasebunyeni kuloluhla.,Vhuthihi fhungoni.,Nwana o la vhuswa,Ihlathululo etjengisa okukodwa,Ubunye bunikela umqondo wokobana okukhulunywa ngakho kunye kwaphela.,"intetho eyakhiwe ngokwezifundo ngeelwimi  ebalula isindululo; eyona nxenye inkulu yolwakhiwo apho igrama yolwimi ilungiselelwe khona (Crystal, 2008: 432)","isivakalisi singachazwa njengentetho evakalayo nepheleleyo, umzekelo: 'Abasebenzi baqhankqalazela izakhiwo eziwayo'",incazelo ekhomba okukodwa,amagama asebunyeni asho ukuthi okukhulunywa ngakho kunye,lefoko le le kayang motho a le mongwe fela kgotsa sengwe.,"lefoko mosimane, mo go mosimane a le mongwe o timetse le mo bongweng",i xin'we xa rixaka,"""homu"" i vun'we, kasi ""tihomu"" i vunyingi"
unisa_multilingual_linguistic_terminology_300,situative/ participial mood,sekaoboemo/kgethi,modirišohlaodi,Indlela yesimo lecondzile,Limudi la tshitevheli,indlela yobujamo,isakhono sokwahlukanisa,indlela yesimo,modirisokgethi,hlayelo ra tshamelo,"(Louwrens, 1994:132)",,"e ka bontsha (hara dintho tse ding), o mong wa meelelo e mmedi, ke hore ya boemo, le eo ya ketso e etsahalang ka nako e le nngwe le ketso e nngwe",ke fihlile banna ba sebetsa,mohuta wa modirišopego wo e sego wa boikemedi wo o tsebegago ka go latela lekopanyi ge-,Lekgokasediri la modišohlaodi le na le segalo sa godimo,Indlela yesimo lengaveta tinshokutsi letimbili yesimo nesenteko.,Sitawu sebentisa  indlela yesimo lecondzile ngobe iyafishanisa.,U bvedza mihumbulo mivhili I sa fani nga tshifhinga tshithihi.,,Iveza isenzeko esikhombisa ubujamo ihloko ezithola ikibo.,"Lendlela itjho ukwenzeka kokuthileko, ngesikhathi kwenzeka okhunye. Isibonelo: Umakoti upheka abhebhule umntwana.","ukuba iinxenye ezimbini ngokwezifundo ngeelwimi zinokwahlukaniswa yenye inxenye nangaphezulu ngokwezifundo ngeelwimi, ezo nxenye zimbini zikwaziyo ukwahlukaniswa  zibonwa njengamagama azimeleyo (Lourens, 1994: 105)",isihlanganisi esingu-'kodwa' sinesakhono sokwahlukanisa iinxenye zesi sivakalisi: 'Abatshati sebenyathele ngasebuhlanti kodwa umtshato awukapheli',ikhomba isenzo esiveza isimo inhloko yaso ezithola ikuso,indlela yesimo ivame ukukhomba izenzo ezimbili ezenzeka ngesikhathi esisodwa,e ka tlhagisa gareng ga tse dingwe bokao bo le bongwe kgotsa a le mabedi ke gore ba boemo le ba tiro mme di diragala ka nako e le nngwe le tiro e nngwe,polelo ya 'bana ba ja ba tshameka' e mo modirisokgething gonne ditiro tse pedi 'go ja'le 'go tshameka' di diragala ka nako e le nngwe,"ri kota ku hlamusela [eka swin'wana swa swona], h.l. xexo xa xiyimo, na leswaku endlelo leri humelelaka xikan'we na endlelo rin'wana",hlayelo ra tshamelo ri komba ntlawa wa 15
unisa_multilingual_linguistic_terminology_301,social meaning,moelelo wa setjhaba,tlhalošophedišano*,Inshokutsi yesimonhlalo,Thalutshedzo mvukululi,ihlathululo mayelana nezokuhlalisana kwabantu.,,incazelo ngezokuhlalisana kwabantu,bokao-leago,nhlamuselomuganga,"refers to those aspects in the meaning of a words which betray something about the language user's social background (Louwrens, 1994: 180)",,e lebisa ho dintlha tseo tsa moelelo wa mantswe a ekang ho hong ka tsebo ya setjhaba ya mosebedisi wa puo,seo setjhaba se se utlwisisang se fapane le seo e leng nnete ya seo sebui se se buang,"lereo le le šomišwago ka thutatlhalošo go šupa tlhalošotlaleletšo ye e tšweletšago maemo a mmoledi mo setšhabeng bjalo ka profešene, tumelo, mmotwana wo a tšwago goba a goletšego go wona, bjalo bjalo","Go ya ka tlhalošophedišano mo Sesothong sa Leboa re na le mekgwa ye mmalwa ya go dumedišana go eya ka seemotikologo bjalo ka ge batho ba le lehung, ka kerekeng, e le bagwera goba ba dumediša ba bagolo go bona.",Inshokutsi yeligama leveta lwati ngesimonhlalo  sesikhulumi.,Lamagama lowashoko anenshokutsi yesigodzi sangakini.,Thalutshedzo mvukululi.,,ihlathululo eqalise kilokho okukhombisa okuthileko ngokusetjenziswa kwegama babantu abathileko emiphakathini ekhuluma imihlotjana ethileko yamalimi.,Ihlathululo ekhombisa ukusetjenziswa kwelimi phakathi kwabantu abahlala ndawonye ngokuya ngokwehlathululo yokuhlalisana kwabantu.,,,incazelo ebhekise kulokho okuveza okuthile ngokusetshenziswa kwegama ngabantu abathile emiphakathini ekhuluma izinhlotshana zolimi oluthile,incazelo eveza ukusetshenziswa kolimi phakathi kwabantu abahlalisene yincazelo ngezokuhlalisana,bo kaya dintlha tseo mo bokaong ba mafoko di utulolang  sengwe ka lemorago la leago la modirisi wa puo,"bokao-leago bo bonagala fa mmui a re ""askere"" boemong ba ""akere"", bareetsi ba tla be ba itse gore mmui o tswe Pitoria",ri kongomisa eka swiphemu swo karhi eka nhlamuselo ya marito leswi nga tekeriki nhlokweni swo karhi leswi fambelanaka na timitsu ta mutirhisaririmi,Magezi u rhandza ku nyika swikombiso swa nhlamuselomuganga wa ka vona
unisa_multilingual_linguistic_terminology_302,sociolinguistics,puobotjhaba,sošiolinkwistiki,Lulwiminhlalo,Nguda nyambo na tshitshavha,isotjhiyolingwistiki,isivakalisi segatya elinye,isoshiyolingwistikhi,borutapuo ba loago,soxiyolingwistiki,"b branch of linguistics which studies all aspects of the relationship between language and society (Crystal, 2008: 440)",,lekala la thutapuo le ithutang ka dintlha tsohle tsa kamano pakeng tsa puo le botjhaba,"puobotjhaba e etsa hore batho ba phedisane hantle, hobane e kgothaletsa batho ho tseba ditso tsa ba bang",karolo ya thutamaleme ya go šetšana le dikamano tša thomišo ya polelo mo setšhabeng,Ka sošiolonkwistiki go ithutwa fao dihlopha tše di itšego tša setšhaba di  dirišago polelo ka gona mo mabakeng a a itšego / thutapolelotšhaba,Ligatja letilwimi lolubuka budlelwano emkhatsini welulwimi nemphakatsi.,Hletiphi uphumelele kusifundvo sakhe seLulwiminhlalo.,Lutavhi lwa luambo lune khalwo ha gudwa luambo na zwitshavha.,,isifundo esiphathelene nokusetjenziswa kwelimi emphakathini,Isifundo sesotjhiyolingwistikhi sitjengisa bona abantu bomphakathi othileko balisebenzisa njani ilimi nofana amalimi akhulunywa endaweni yabo.,"eyona nxenye inkulu yegrama yolwimi, kodwa encinane kunomhlathi (Trask 1992: 256)",umzekelo wesivakalisi segatya elinye uthi: 'Abafundi baya esikolweni',isifundo esibhekene nokusetshenziswa kolimi emphakathini,isifundo sesoshiyolingwistikhi siveza ukuthi abantu bomphakathi othile balusebenzisa kanjani ulimi noma izilimi ezikhulunywa endaweni yabo,ke lekala la borutapuo le le rutang ka matlhakore otlhe a kamano magareng ga puo le loago,ke eletsa go ka itse borutapuo ba loago ba Pretoria jaaka Sepitori le Setsotsi,xiyenge xa tindzimi lexi lavisisaka swiyenge hinkwaswo swa vuxaka exikarhi ka ririmi na vaakatiko,thicara Misaveni u dyondzisa tidyondzo ta soxiyolingwistiki
unisa_multilingual_linguistic_terminology_303,Sesotho language group,sehlopha sa dipuo tsa Sesotho,,,,,,,,,,,,"dipuo tse welang sehlopheng sena ke Sesotho, Setswana le Sesotho sa Leboa",,,,,,,,,,,,,,,,
unisa_multilingual_linguistic_terminology_304,sound changes,"diphetoho tsa medumo {mme o rekile phoofshwana hore a tsebe ho sokela bana ba hae papa (ho lentswe phoofshwana, f",,Tingucuko temsindvo,Tshanduko dza mibvumo,,,,diphetogo tsa medumo,ku cinca ka mpfumawulo,certain morpheme combinations which necessitate phonological adaptations,,"e kentse motswako wa mabopi o kgontshang ditlwaelo tsa phetoho ya medumo / > shw, phetoho tseo tsa medumo di bitswa kgalapatso)}",,,,Kulapho takhi noma bonkamisa balandzelana bese kubakhona ingucuko yemsindvo.,Siyibonole ingucuko yemsindvo nasakha inkhatsi lendlulile.,Musi mibvumo mivhili I tsini na tsini lune zwa disa tshanduko ya mubvumo.,,,,,,,,dipopi dingwe tse e reng fa di kopana go nne le phetogo ya medumo,thata ke mofuta mongwe wa phetogamodumo jaaka bulela e fetoga go nna ipulela,i xiaki xin'wana lexi hlanganisaka leswi endlaka mitekelelo ya swa fonoloji leswi nga fanela,ku cinca ka mipfumawulo swi nga ha lawuriwa hi ndhawu
unisa_multilingual_linguistic_terminology_305,sound strengthening,matlafatso ya modumo,,Kufonkhotisa,"Tshanduko i diswaho nga ""n""",,,,thatafatso ya modumo,ku tikisa mpfumawulo,"a process whereby the nasal n  causes certain consonants to undergo changes (Louwrens, 1994: 142)",,tshebetso e etsahalang Sesothong ha didumammoho di latelana jwalo ka dumanko n  le b di latelana nbona  di fetoha mp mpona mme n le r nrata di fetoha nth nthata  empa mabitsong a melata didumammoho di ka latelana jwalo profesa kapa provense.,"Morwesi o a n+bona empa o iketsa eka ha a n+bone (tumanko n e tshwaetsa b hoba p, mme e nkelwe sebaka ke m, mantswe a nepahetseng ke mpona le mpone)",,,Kulapho umsindvo n uletsa tingucuko letitsite kulabanye bongwaca.,Lihle ucale ngamafonkholo kulomusho.,Tshanduko ine ya diswa musi nasala/nyungi ''n'' I tshi itisa uri dzinwe themba dzi shanduke.,,,,,,,,tirego e ka yona tumanko n e dirang gore ditumammogo dingwe di fetoge,"thatafatso e tlhagelela mo go, 'bana ba a nthata' gonne modumo 'r' go tswa mo go 'rata' o fetogile go nna 'nt' wa 'nthata'",i maendlelo laha  xinhompfu n xi endlaka leswaku switatisi swin'wana swi tisa ku cinca,ku tikisa mpfumawulo swi hi pfuna ku tiva loko rito riri na thoni ya le hansi kumbe ya le henhla
